IP,VirusTotal,AbuseIPDB,IP-OK,Reputação | Reportes
80.82.68.30,https://www.virustotal.com/gui/ip-address/80.82.68.30/detection,https://www.abuseipdb.com/check/80.82.68.30,https://ipok.com.br/tools.php?tool=blacklist&valor=80.82.68.30,Malicioso | 559
